"","area","area_title","area_type","naics","naics_title","own_code","occ_code","occ_title","o_group","tot_emp","emp_prse","jobs_1000","loc_quotient","pct_total","h_mean","a_mean","mean_prse","h_pct10","h_pct25","h_median","h_pct75","h_pct90","a_pct10","a_pct25","a_median","a_pct75","a_pct90","annual","hourly","year","group","pct_tot"
"1",48,"Texas",2,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","20,410","6.3","1.981","0.73","",15.29,31810,3.3,8.14,9.22,12.19,21.07,"27.10",16930,19180,25360,43830,56370,NA,NA,2011,NA,NA
"2",48,"Texas",2,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","13,280","1.2","1.289","1.00","",NA,49570,0.8,NA,NA,NA,NA,"*",38720,42730,49170,56840,61930,1,NA,2011,NA,NA
"3",48,"Texas",2,0,"Cross-industry",1235,"35-3011","Bartenders","","30,610","3.5","2.971","0.74","",9.84,20470,2,7.6,8.01,8.68,9.41,"14.67",15810,16660,18060,19560,30510,NA,NA,2011,NA,NA
"4",48,"Texas",2,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","194,710","1.9","18.896","1.06","",9.17,19070,0.9,7.6,7.99,8.64,9.31,"11.71",15800,16620,17980,19350,24360,NA,NA,2011,NA,NA
"5",48,"Texas",2,0,"Cross-industry",1235,"39-9011","Childcare Workers","","53,860","3.5","5.227","1.06","",9.16,19050,0.9,7.61,8.03,8.72,9.51,"11.52",15830,16700,18140,19790,23950,NA,NA,2011,NA,NA
"6",48,"Texas",2,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","365,260","1.2","35.448","1.06","",11.62,24170,0.9,7.81,8.42,9.48,12.46,"17.91",16240,17510,19720,25920,37260,NA,NA,2011,NA,NA
"7",10180,"Abilene, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","80","3.2","1.223","0.45","",19.38,40310,2.4,15.25,16.53,18.99,21.98,"25.18",31710,34390,39500,45710,52370,NA,NA,2011,NA,NA
"8",10180,"Abilene, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","40","6.8","0.643","0.50","",NA,39860,4.2,NA,NA,NA,NA,"*",22220,32870,41790,47650,55350,1,NA,2011,NA,NA
"9",10180,"Abilene, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","240","29.0","3.738","0.94","",9.04,18800,6,7.6,7.98,8.61,9.24,"12.95",15800,16590,17910,19230,26930,NA,NA,2011,NA,NA
"10",10180,"Abilene, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","1,230","11.4","19.491","1.09","",9.07,18850,4.2,7.61,8.03,8.73,9.53,"11.86",15830,16700,18160,19820,24670,NA,NA,2011,NA,NA
"11",10180,"Abilene, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","480","8.6","7.537","1.53","",8.5,17670,1.9,7.57,7.92,8.49,9.07,"9.53",15750,16460,17660,18860,19820,NA,NA,2011,NA,NA
"12",10180,"Abilene, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","2,400","9.5","38.053","1.14","",13.03,27110,3.7,7.91,8.64,10.38,14.15,"21.54",16450,17970,21590,29430,44800,NA,NA,2011,NA,NA
"13",11100,"Amarillo, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","**","**","**","**","",9.9,20590,6.3,7.7,8.09,8.73,9.38,"18.70",16010,16820,18170,19520,38900,NA,NA,2011,NA,NA
"14",11100,"Amarillo, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","250","24.7","2.284","0.57","",11.12,23130,12.4,7.63,8.09,8.87,15.21,"19.92",15870,16830,18440,31640,41420,NA,NA,2011,NA,NA
"15",11100,"Amarillo, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","1,810","25.8","16.656","0.93","",9.37,19490,8.5,7.59,7.96,8.56,9.17,"11.31",15790,16550,17810,19080,23520,NA,NA,2011,NA,NA
"16",11100,"Amarillo, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","480","14.0","4.400","0.89","",8.73,18160,3.3,7.59,7.95,8.55,9.16,"10.08",15780,16530,17790,19040,20960,NA,NA,2011,NA,NA
"17",11100,"Amarillo, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","3,880","5.7","35.634","1.07","",12.64,26300,3.3,7.85,8.52,9.92,13.99,"21.61",16340,17720,20640,29100,44950,NA,NA,2011,NA,NA
"18",12420,"Austin-Round Rock-San Marcos, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","2,170","24.3","2.758","1.01","",14.51,30180,7.2,8.82,10.52,13.12,16.97,"23.82",18340,21890,27280,35290,49560,NA,NA,2011,NA,NA
"19",12420,"Austin-Round Rock-San Marcos, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","1,090","3.6","1.382","1.07","",NA,48310,1.6,NA,NA,NA,NA,"*",39700,42480,47110,54980,60660,1,NA,2011,NA,NA
"20",12420,"Austin-Round Rock-San Marcos, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","3,280","9.5","4.157","1.04","",9.48,19730,3.4,7.59,8,8.67,9.42,"13.19",15790,16640,18040,19600,27430,NA,NA,2011,NA,NA
"21",12420,"Austin-Round Rock-San Marcos, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","17,570","4.0","22.300","1.25","",8.82,18340,2.1,7.58,7.94,8.54,9.15,"11.87",15760,16510,17770,19020,24700,NA,NA,2011,NA,NA
"22",12420,"Austin-Round Rock-San Marcos, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","4,130","15.4","5.236","1.06","",10.41,21650,2.2,7.96,8.9,10.2,11.31,"13.60",16560,18510,21230,23520,28280,NA,NA,2011,NA,NA
"23",12420,"Austin-Round Rock-San Marcos, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","28,490","4.0","36.159","1.09","",12.19,25340,2.5,7.88,8.59,10.05,12.94,"18.72",16390,17870,20910,26920,38930,NA,NA,2011,NA,NA
"24",13140,"Beaumont-Port Arthur, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","400","34.2","2.590","0.95","",9.8,20390,5.3,7.68,8.05,8.67,9.29,"15.03",15970,16740,18030,19310,31270,NA,NA,2011,NA,NA
"25",13140,"Beaumont-Port Arthur, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","120","10.8","0.783","0.61","",NA,48410,2.6,NA,NA,NA,NA,"*",34680,40460,47620,56320,62040,1,NA,2011,NA,NA
"26",13140,"Beaumont-Port Arthur, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","430","27.8","2.792","0.70","",8.3,17250,3,7.52,7.84,8.37,8.91,"9.23",15650,16310,17420,18520,19190,NA,NA,2011,NA,NA
"27",13140,"Beaumont-Port Arthur, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","2,690","9.5","17.369","0.97","",8.28,17220,1.8,7.54,7.88,8.43,8.99,"9.37",15690,16380,17540,18700,19480,NA,NA,2011,NA,NA
"28",13140,"Beaumont-Port Arthur, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","670","21.6","4.335","0.88","",8.59,17880,2.7,7.56,7.9,8.46,9.03,"9.46",15710,16420,17600,18790,19670,NA,NA,2011,NA,NA
"29",13140,"Beaumont-Port Arthur, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","6,270","8.4","40.495","1.22","",11.3,23510,2.9,7.86,8.51,9.59,11.64,"16.59",16360,17700,19950,24200,34510,NA,NA,2011,NA,NA
"30",15180,"Brownsville-Harlingen, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","400","23.1","3.195","1.17","",19.54,40640,4.6,11.68,14.4,19.77,23.78,"28.09",24280,29950,41120,49450,58420,NA,NA,2011,NA,NA
"31",15180,"Brownsville-Harlingen, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","300","6.1","2.389","1.86","",NA,46620,2.3,NA,NA,NA,NA,"*",32450,40640,46330,54730,60890,1,NA,2011,NA,NA
"32",15180,"Brownsville-Harlingen, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","210","16.4","1.671","0.42","",8.13,16900,2,7.54,7.85,8.37,8.88,"9.19",15680,16320,17400,18480,19120,NA,NA,2011,NA,NA
"33",15180,"Brownsville-Harlingen, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","2,180","12.9","17.523","0.98","",8.52,17710,1.8,7.56,7.9,8.48,9.05,"9.49",15730,16440,17630,18820,19740,NA,NA,2011,NA,NA
"34",15180,"Brownsville-Harlingen, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","1,210","4.1","9.723","1.98","",8.45,17570,2.1,7.57,7.91,8.49,9.07,"9.56",15740,16460,17660,18870,19880,NA,NA,2011,NA,NA
"35",15180,"Brownsville-Harlingen, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","4,830","8.5","38.815","1.17","",9.94,20680,2.5,7.69,8.14,8.89,10.56,"14.27",16000,16940,18500,21960,29680,NA,NA,2011,NA,NA
"36",17780,"College Station-Bryan, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","150","44.8","1.680","0.62","",16,33280,14,8.12,9.31,17.11,21.21,"23.18",16890,19370,35590,44120,48210,NA,NA,2011,NA,NA
"37",17780,"College Station-Bryan, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","110","1.2","1.236","0.96","",NA,43580,2.7,NA,NA,NA,NA,"*",34550,39820,43700,47570,54260,1,NA,2011,NA,NA
"38",17780,"College Station-Bryan, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","480","30.7","5.280","1.32","",8.44,17560,3.8,7.52,7.84,8.37,8.91,"9.23",15640,16310,17420,18530,19190,NA,NA,2011,NA,NA
"39",17780,"College Station-Bryan, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","2,130","10.9","23.199","1.30","",8.51,17700,2.6,7.58,7.94,8.54,9.14,"10.24",15760,16510,17760,19010,21290,NA,NA,2011,NA,NA
"40",17780,"College Station-Bryan, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","420","33.1","4.583","0.93","",8.47,17620,2.7,7.56,7.92,8.51,9.1,"10.01",15730,16470,17690,18920,20830,NA,NA,2011,NA,NA
"41",17780,"College Station-Bryan, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","3,060","5.4","33.330","1.00","",10.47,21770,2.8,7.76,8.27,9.11,11.2,"14.52",16130,17190,18960,23290,30200,NA,NA,2011,NA,NA
"42",18580,"Corpus Christi, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","440","48.4","2.486","0.91","",11.93,24810,9.1,7.73,8.17,8.91,13.05,"22.95",16070,16990,18540,27140,47730,NA,NA,2011,NA,NA
"43",18580,"Corpus Christi, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","280","1.7","1.621","1.26","",NA,48540,2,NA,NA,NA,NA,"*",39750,42590,47320,54930,60230,1,NA,2011,NA,NA
"44",18580,"Corpus Christi, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","930","16.8","5.287","1.32","",8.5,17670,3.1,7.57,7.9,8.46,9.03,"9.40",15740,16440,17610,18770,19540,NA,NA,2011,NA,NA
"45",18580,"Corpus Christi, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","3,390","9.3","19.306","1.08","",8.17,17000,1.6,7.54,7.85,8.37,8.9,"9.21",15680,16330,17420,18500,19160,NA,NA,2011,NA,NA
"46",18580,"Corpus Christi, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","890","22.1","5.067","1.03","",8.87,18460,2.5,7.61,8.01,8.67,9.36,"11.16",15830,16660,18040,19460,23200,NA,NA,2011,NA,NA
"47",18580,"Corpus Christi, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","5,760","11.6","32.860","0.99","",11.39,23690,3.8,7.79,8.36,9.3,12.02,"18.78",16210,17380,19350,25000,39050,NA,NA,2011,NA,NA
"48",19100,"Dallas-Fort Worth-Arlington, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","4,830","14.6","1.665","0.61","",15.23,31670,4.9,8.69,10,11.49,20.72,"27.35",18070,20800,23910,43110,56890,NA,NA,2011,NA,NA
"49",19100,"Dallas-Fort Worth-Arlington, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","3,080","2.5","1.061","0.83","",NA,51910,1.5,NA,NA,NA,NA,"*",40340,45180,52330,58400,64770,1,NA,2011,NA,NA
"50",19100,"Dallas-Fort Worth-Arlington, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","7,850","7.2","2.708","0.68","",9.73,20250,2.7,7.61,8.03,8.72,9.51,"14.45",15840,16700,18130,19770,30050,NA,NA,2011,NA,NA
"51",19100,"Dallas-Fort Worth-Arlington, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","55,630","3.0","19.186","1.08","",9.86,20510,1.9,7.65,8.12,8.91,10.62,"13.96",15910,16890,18530,22080,29030,NA,NA,2011,NA,NA
"52",19100,"Dallas-Fort Worth-Arlington, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","13,060","9.4","4.504","0.92","",9.77,20320,2.6,7.66,8.15,8.96,10.64,"13.49",15940,16950,18630,22140,28050,NA,NA,2011,NA,NA
"53",19100,"Dallas-Fort Worth-Arlington, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","102,000","2.5","35.181","1.06","",12.48,25960,1.8,7.88,8.58,10.11,14,"19.82",16390,17850,21030,29120,41230,NA,NA,2011,NA,NA
"54",21340,"El Paso, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","680","25.8","2.496","0.92","",14.93,31040,7.7,7.85,8.46,9.46,23.09,"27.44",16330,17590,19670,48040,57080,NA,NA,2011,NA,NA
"55",21340,"El Paso, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","420","0.6","1.534","1.19","",NA,50830,2.3,NA,NA,NA,NA,"*",40300,44280,50810,57050,63320,1,NA,2011,NA,NA
"56",21340,"El Paso, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","930","15.1","3.413","0.85","",9.34,19430,4.8,7.63,8.06,8.79,10.09,"12.92",15860,16770,18270,21000,26870,NA,NA,2011,NA,NA
"57",21340,"El Paso, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","5,240","11.7","19.228","1.08","",8.52,17730,2,7.57,7.91,8.47,9.04,"9.41",15740,16440,17620,18790,19580,NA,NA,2011,NA,NA
"58",21340,"El Paso, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","1,470","15.7","5.396","1.10","",8.94,18600,2.4,7.57,7.94,8.56,9.18,"11.04",15740,16510,17810,19100,22970,NA,NA,2011,NA,NA
"59",21340,"El Paso, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","11,950","6.8","43.831","1.32","",10.68,22210,2.3,7.74,8.23,9.06,11.3,"15.81",16090,17120,18840,23510,32890,NA,NA,2011,NA,NA
"60",26420,"Houston-Sugar Land-Baytown, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","5,360","14.1","2.100","0.77","",15.24,31700,11,7.93,8.71,11.39,22.17,"27.82",16500,18120,23690,46110,57870,NA,NA,2011,NA,NA
"61",26420,"Houston-Sugar Land-Baytown, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","3,700","3.4","1.451","1.13","",NA,51000,1.6,NA,NA,NA,NA,"*",40650,44290,50630,57740,63810,1,NA,2011,NA,NA
"62",26420,"Houston-Sugar Land-Baytown, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","7,910","7.4","3.099","0.78","",11.1,23080,6.4,7.64,8.1,8.87,12.65,"18.57",15890,16850,18460,26310,38630,NA,NA,2011,NA,NA
"63",26420,"Houston-Sugar Land-Baytown, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","46,120","6.0","18.076","1.01","",9.04,18810,2,7.6,7.99,8.65,9.33,"11.38",15800,16620,18000,19410,23680,NA,NA,2011,NA,NA
"64",26420,"Houston-Sugar Land-Baytown, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","14,670","6.8","5.751","1.17","",8.77,18250,1.4,7.59,7.96,8.59,9.22,"10.61",15780,16560,17870,19170,22060,NA,NA,2011,NA,NA
"65",26420,"Houston-Sugar Land-Baytown, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","85,930","2.9","33.679","1.01","",11.33,23570,2.8,7.78,8.36,9.34,11.89,"17.12",16190,17390,19420,24740,35610,NA,NA,2011,NA,NA
"66",28660,"Killeen-Temple-Fort Hood, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","310","44.5","2.456","0.90","",17.88,37190,6.7,8.49,11.83,17.56,23.86,"28.21",17660,24600,36530,49630,58670,NA,NA,2011,NA,NA
"67",28660,"Killeen-Temple-Fort Hood, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","120","22.1","0.950","0.74","",NA,45100,3.6,NA,NA,NA,NA,"*",34830,39880,44190,48830,57970,1,NA,2011,NA,NA
"68",28660,"Killeen-Temple-Fort Hood, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","220","22.9","1.728","0.43","",9.69,20160,7.6,7.6,7.97,8.59,9.21,"16.52",15810,16580,17860,19150,34360,NA,NA,2011,NA,NA
"69",28660,"Killeen-Temple-Fort Hood, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","2,400","14.0","19.222","1.08","",8.88,18470,4.1,7.6,7.98,8.61,9.23,"11.00",15820,16600,17900,19200,22880,NA,NA,2011,NA,NA
"70",28660,"Killeen-Temple-Fort Hood, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","830","17.9","6.612","1.34","",8.56,17810,3.2,7.56,7.91,8.5,9.08,"10.41",15720,16460,17670,18890,21640,NA,NA,2011,NA,NA
"71",28660,"Killeen-Temple-Fort Hood, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","4,850","6.9","38.827","1.17","",10.88,22640,2.7,7.76,8.29,9.17,11.46,"15.58",16150,17240,19070,23840,32410,NA,NA,2011,NA,NA
"72",29700,"Laredo, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","260","43.6","3.016","1.11","",14.59,30340,5.2,8.18,9.46,11.4,20.37,"25.73",17010,19670,23710,42370,53510,NA,NA,2011,NA,NA
"73",29700,"Laredo, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","160","3.6","1.804","1.40","",NA,48210,3,NA,NA,NA,NA,"*",39510,42220,46730,54400,59590,1,NA,2011,NA,NA
"74",29700,"Laredo, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","**","**","**","**","",8.81,18320,4.7,7.59,7.95,8.55,9.15,"10.80",15780,16530,17790,19040,22460,NA,NA,2011,NA,NA
"75",29700,"Laredo, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","1,400","9.2","16.068","0.90","",8.13,16900,2.2,7.55,7.86,8.37,8.89,"9.20",15690,16340,17420,18500,19140,NA,NA,2011,NA,NA
"76",29700,"Laredo, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","370","32.3","4.265","0.87","",9.15,19020,3.5,7.61,8.03,8.74,9.54,"11.88",15840,16710,18170,19840,24710,NA,NA,2011,NA,NA
"77",29700,"Laredo, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","3,510","7.8","40.418","1.21","",9.79,20360,3,7.7,8.14,8.87,10.16,"13.50",16010,16920,18440,21140,28090,NA,NA,2011,NA,NA
"78",30980,"Longview, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","**","**","**","**","",15.04,31290,5.2,7.98,8.79,14.2,21.27,"23.57",16600,18280,29540,44240,49030,NA,NA,2011,NA,NA
"79",30980,"Longview, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","160","13.8","1.659","1.29","",NA,42260,1.4,NA,NA,NA,NA,"*",31060,35360,42380,48360,56010,1,NA,2011,NA,NA
"80",30980,"Longview, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","120","19.6","1.222","0.31","",8.42,17510,2.9,7.58,7.93,8.52,9.1,"9.60",15770,16500,17710,18920,19970,NA,NA,2011,NA,NA
"81",30980,"Longview, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","1,050","41.6","11.093","0.62","",8.24,17140,2.4,7.55,7.87,8.4,8.94,"9.26",15700,16370,17480,18590,19260,NA,NA,2011,NA,NA
"82",30980,"Longview, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","630","39.6","6.701","1.36","",8.25,17160,3,7.55,7.88,8.42,8.96,"9.29",15710,16380,17500,18630,19310,NA,NA,2011,NA,NA
"83",30980,"Longview, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","3,590","7.2","37.969","1.14","",11.09,23070,5.3,7.74,8.25,9.09,11.48,"17.88",16090,17150,18910,23880,37180,NA,NA,2011,NA,NA
"84",31180,"Lubbock, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","210","46.3","1.681","0.62","",10.87,22620,4,7.79,8.37,9.35,11.48,"17.48",16190,17410,19440,23880,36360,NA,NA,2011,NA,NA
"85",31180,"Lubbock, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","70","5.2","0.570","0.44","",NA,40620,2,NA,NA,NA,NA,"*",32140,34610,38750,46040,53940,1,NA,2011,NA,NA
"86",31180,"Lubbock, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","400","29.2","3.213","0.80","",10.4,21640,11.2,7.6,7.99,8.65,9.31,"19.96",15800,16620,17990,19370,41520,NA,NA,2011,NA,NA
"87",31180,"Lubbock, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","3,340","9.1","26.932","1.51","",8.93,18580,3.7,7.58,7.93,8.52,9.11,"11.29",15760,16500,17720,18940,23480,NA,NA,2011,NA,NA
"88",31180,"Lubbock, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","760","12.5","6.172","1.25","",8.45,17570,3,7.56,7.89,8.45,9.01,"9.39",15720,16420,17580,18750,19540,NA,NA,2011,NA,NA
"89",31180,"Lubbock, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","5,560","6.0","44.878","1.35","",12.38,25760,3.2,7.88,8.58,10.02,13.34,"20.79",16390,17850,20840,27740,43240,NA,NA,2011,NA,NA
"90",32580,"McAllen-Edinburg-Mission, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","530","26.3","2.354","0.86","",24.23,50390,13.7,9.4,14.37,24.76,33.64,"37.16",19540,29880,51510,69970,77300,NA,NA,2011,NA,NA
"91",32580,"McAllen-Edinburg-Mission, TX",4,0,"Cross-industry",1235,"25-2012","Kindergarten Teachers, Except Special Education","","340","0.8","1.509","1.17","",NA,52150,4.7,NA,NA,NA,NA,"*",39670,42510,47240,63260,72820,1,NA,2011,NA,NA
"92",32580,"McAllen-Edinburg-Mission, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","540","30.4","2.401","0.60","",9.51,19780,5.7,7.59,7.98,8.64,9.31,"14.86",15790,16610,17970,19370,30900,NA,NA,2011,NA,NA
"93",32580,"McAllen-Edinburg-Mission, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","3,560","6.6","15.840","0.89","",8.48,17640,1.7,7.57,7.91,8.48,9.05,"9.47",15740,16450,17630,18820,19690,NA,NA,2011,NA,NA
"94",32580,"McAllen-Edinburg-Mission, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","1,450","14.4","6.446","1.31","",9.15,19030,2.6,7.61,8.03,8.73,9.73,"11.76",15830,16700,18150,20240,24450,NA,NA,2011,NA,NA
"95",32580,"McAllen-Edinburg-Mission, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","10,450","5.4","46.507","1.40","",9.28,19310,1.7,7.66,8.06,8.72,9.43,"11.83",15940,16760,18140,19600,24600,NA,NA,2011,NA,NA
"96",33260,"Midland, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","**","**","**","**","",10.96,22800,5.1,7.81,8.34,9.23,11.39,"18.66",16240,17340,19190,23690,38800,NA,NA,2011,NA,NA
"97",33260,"Midland, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","130","22.6","1.917","0.48","",9.05,18820,3.9,7.6,8.02,8.72,9.52,"11.18",15800,16670,18130,19800,23240,NA,NA,2011,NA,NA
"98",33260,"Midland, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","1,350","8.0","19.450","1.09","",8.63,17960,2.9,7.56,7.92,8.51,9.11,"10.24",15730,16470,17710,18950,21290,NA,NA,2011,NA,NA
"99",33260,"Midland, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","400","28.1","5.816","1.18","",9.41,19570,2.5,7.68,8.16,8.98,10.37,"12.14",15960,16980,18670,21570,25250,NA,NA,2011,NA,NA
"100",33260,"Midland, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","2,240","7.2","32.207","0.97","",14.14,29410,5.3,8.11,9.16,11.41,15.5,"22.65",16870,19060,23730,32230,47120,NA,NA,2011,NA,NA
"101",36220,"Odessa, TX",4,0,"Cross-industry",1235,"25-2011","Preschool Teachers, Except Special Education","","140","18.9","2.180","0.80","",14.85,30880,7.3,7.99,8.83,14.9,19.13,"24.59",16620,18360,30990,39790,51150,NA,NA,2011,NA,NA
"102",36220,"Odessa, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","200","17.6","3.161","0.79","",9.7,20180,7.9,7.65,8.12,8.9,12.1,"13.60",15910,16880,18510,25170,28280,NA,NA,2011,NA,NA
"103",36220,"Odessa, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","1,220","16.5","19.625","1.10","",8.68,18060,4.5,7.56,7.91,8.48,9.06,"9.54",15730,16450,17640,18840,19830,NA,NA,2011,NA,NA
"104",36220,"Odessa, TX",4,0,"Cross-industry",1235,"39-9011","Childcare Workers","","160","28.7","2.574","0.52","",8.32,17300,3.3,7.56,7.89,8.44,8.99,"9.33",15720,16410,17550,18690,19410,NA,NA,2011,NA,NA
"105",36220,"Odessa, TX",4,0,"Cross-industry",1235,"41-2031","Retail Salespersons","","1,840","10.1","29.622","0.89","",11.75,24440,4,7.8,8.43,9.52,11.89,"19.51",16230,17530,19800,24730,40580,NA,NA,2011,NA,NA
"106",41660,"San Angelo, TX",4,0,"Cross-industry",1235,"35-3011","Bartenders","","150","9.4","3.400","0.85","",8.67,18020,5,7.52,7.86,8.42,8.97,"9.36",15650,16350,17510,18670,19470,NA,NA,2011,NA,NA
"107",41660,"San Angelo, TX",4,0,"Cross-industry",1235,"35-3031","Waiters and Waitresses","","1,170","6.4","27.101","1.52","",8.16,16980,1.8,7.52,7.84,8.36,8.88,"9.19",15650,16300,17380,18460,19110,NA,NA,2011,NA,NA
